person_id,name_first,name_middle,name_last,political_affiliations,race,position_url,position_type,job_title,sector,organization,date_nominated,date_start,date_termination,court_resource_url,court_id,court_short_name,court_full_name,court_url
605,Julianna,Michelle,Childs,d,b,https://www.courtlistener.com/api/rest/v4/positions/52617/,jud,,,,10/01/22,25/07/22,,https://www.courtlistener.com/api/rest/v4/courts/cadc/,cadc,D.C. Circuit,Court of Appeals for the D.C. Circuit,http://www.cadc.uscourts.gov/
4611,Robert,W.,Clifford,d,,https://www.courtlistener.com/api/rest/v4/positions/52607/,ret-act-jus,,,,,01/09/09,,https://www.courtlistener.com/api/rest/v4/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
4622,Jeffrey,L.,Hjelm,,,https://www.courtlistener.com/api/rest/v4/positions/52608/,ret-act-jus,,,,,01/02/20,,https://www.courtlistener.com/api/rest/v4/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
9009,Frank,W.,Volk,,,https://www.courtlistener.com/api/rest/v4/positions/52636/,jud,,,,02/04/19,17/10/19,,https://www.courtlistener.com/api/rest/v4/courts/wvsd/,wvsd,S.D. West Virginia,"District Court, S.D. West Virginia",http://www.wvsd.uscourts.gov/
16201,John,W.,Youngblood,r,w,https://www.courtlistener.com/api/rest/v4/positions/52582/,prac,,1,"Glaser and Youngblood, Attorneys at Law",,01/01/02,01/07/11,,,,,
16201,John,W.,Youngblood,r,w,https://www.courtlistener.com/api/rest/v4/positions/52581/,,Director of the System Risk Management and Safety Office,,,,01/01/92,01/01/02,,,,,
16201,John,W.,Youngblood,r,w,https://www.courtlistener.com/api/rest/v4/positions/52580/,pres-jud,,2,,,01/01/21,31/12/24,https://www.courtlistener.com/api/rest/v4/courts/texdistct21/,texdistct21,Tex. 20th Jud. Dist. Ct.,Texas 20th Judicial District Court,http://www.milamcounty.org/
16201,John,W.,Youngblood,r,w,https://www.courtlistener.com/api/rest/v4/positions/52579/,pres-jud,,2,,,01/01/17,31/12/20,https://www.courtlistener.com/api/rest/v4/courts/texdistct21/,texdistct21,Tex. 20th Jud. Dist. Ct.,Texas 20th Judicial District Court,http://www.milamcounty.org/
16201,John,W.,Youngblood,r,w,https://www.courtlistener.com/api/rest/v4/positions/52578/,pres-jud,,2,,,01/01/13,31/12/16,https://www.courtlistener.com/api/rest/v4/courts/texdistct21/,texdistct21,Tex. 20th Jud. Dist. Ct.,Texas 20th Judicial District Court,http://www.milamcounty.org/
16201,John,W.,Youngblood,r,w,https://www.courtlistener.com/api/rest/v4/positions/52577/,pres-jud,,2,,,26/07/11,31/12/12,https://www.courtlistener.com/api/rest/v4/courts/texdistct21/,texdistct21,Tex. 20th Jud. Dist. Ct.,Texas 20th Judicial District Court,http://www.milamcounty.org/
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v4/positions/52591/,,Director,,"Net Integrated Services, Inc.",,01/01/97,01/01/98,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v4/positions/52590/,,Chief Technology Officer,,Synergy Companies,,01/01/99,01/12/01,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v4/positions/52589/,,"Project Lead, Network Service Division",,Southwest Bank of Texas,,01/01/01,01/01/02,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v4/positions/52588/,,Senior Technical Consulting Engineer (transactional),2,AT&T Mobility,,01/01/03,01/01/10,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v4/positions/52587/,,"Senior Project Manager, Network Technical Engineer",1,AT&T Mobility,,01/01/10,01/09/15,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v4/positions/52586/,,Owner,1,Zimmerer & Associates PLLC,,01/01/84,01/01/95,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v4/positions/52585/,,Owner,1,Zimmerer & Associates PLLC,,01/09/15,01/12/18,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v4/positions/52584/,,Corporate Counsel and Vice-President of Human Resources,1,"Net Integrated Services, Inc.",,01/01/95,01/01/96,,,,,
16202,Gerald,Lee,Zimmerer,d,w,https://www.courtlistener.com/api/rest/v4/positions/52583/,jus,,2,,,01/01/19,31/12/24,https://www.courtlistener.com/api/rest/v4/courts/txctapp14/,txctapp14,"Tex. App. Ct., 14th Dist. (Houston)","Texas Court of Appeals, 14th District (Houston)",http://www.txcourts.gov/14thcoa.aspx
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v4/positions/52595/,att-gen-ass,,2,Office of the State of Texas Attorney General,,01/01/11,01/01/14,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v4/positions/52594/,,First Assistant District Attorney,2,Hale County District Attorney's Office,,02/02/15,01/12/18,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v4/positions/52593/,ada,,2,Hale County District Attorney's Office,,07/05/07,01/06/11,,,,,
16204,Danah,L.,Zirpoli,r,w,https://www.courtlistener.com/api/rest/v4/positions/52592/,pres-jud,,2,,,01/01/19,31/12/22,https://www.courtlistener.com/api/rest/v4/courts/texdistct65/,texdistct65,Tex. 64th Jud. Dist. Ct.,Texas 64th Judicial District Court,http://www.halecounty.org
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v4/positions/52600/,jud,,2,,,01/01/11,31/12/14,https://www.courtlistener.com/api/rest/v4/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v4/positions/52599/,ada,,2,Dallas County District Attorney's Office,,01/01/89,01/01/93,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v4/positions/52598/,prac,,1,Private Practice,,01/01/97,01/01/06,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v4/positions/52597/,prac,,1,Hockett Mediation,,01/01/93,01/01/97,,,,,
16205,Lori,Chrisman,Hockett,,w,https://www.courtlistener.com/api/rest/v4/positions/52596/,jud,,2,,,01/01/07,01/01/10,https://www.courtlistener.com/api/rest/v4/courts/texdistct256/,texdistct256,Tex. 255th Jud. Dist. Ct.,Texas 255th Judicial District Court,http://www.dallascounty.org/government/courts/family_district/255th/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v4/positions/52603/,jud,,2,,,10/09/59,30/01/84,https://www.courtlistener.com/api/rest/v4/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v4/positions/52602/,c-jud,,2,,,01/01/67,01/01/80,https://www.courtlistener.com/api/rest/v4/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16206,Joseph,Jefferson,Fisher,,w,https://www.courtlistener.com/api/rest/v4/positions/52601/,ret-senior-jud,,2,,,30/01/84,19/06/00,https://www.courtlistener.com/api/rest/v4/courts/txed/,txed,E.D. Texas,"District Court, E.D. Texas",http://www.txed.uscourts.gov/
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v4/positions/52606/,prac,,1,,,01/01/90,01/10/99,,,,,
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v4/positions/52605/,,"Court Chief, Child Protective Services Unit",2,Tarrant County Criminal District Attorney,,01/10/99,01/01/15,,,,,
16207,James,Charles,Teel,d,,https://www.courtlistener.com/api/rest/v4/positions/52604/,ass-jud,,2,,,01/01/15,31/12/18,https://www.courtlistener.com/api/rest/v4/courts/texdistct324/,texdistct324,Tex. 323rd Jud. Dist. Ct.,Texas 323rd Judicial District Court,https://www.tarrantcounty.com/en/juvenile-courts/323rd-district-court.html
16208,Valerie,,Stanfill,,w,https://www.courtlistener.com/api/rest/v4/positions/52609/,c-jus,,,,,08/06/21,,https://www.courtlistener.com/api/rest/v4/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16209,Andrew,M.,Horton,,w,https://www.courtlistener.com/api/rest/v4/positions/52610/,ass-jus,,,,,04/02/20,,https://www.courtlistener.com/api/rest/v4/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16210,Catherine,R.,Connors,,w,https://www.courtlistener.com/api/rest/v4/positions/52611/,ass-jus,,,,,04/02/20,,https://www.courtlistener.com/api/rest/v4/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16211,Rick,E.,Lawrence,,b,https://www.courtlistener.com/api/rest/v4/positions/52612/,ass-jus,,,,,04/05/22,,https://www.courtlistener.com/api/rest/v4/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16212,Thomas,E.,Humphrey,,w,https://www.courtlistener.com/api/rest/v4/positions/52613/,ret-act-jus,,,,,01/06/21,,https://www.courtlistener.com/api/rest/v4/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16213,Shaterra,Reed,Marion,,b,https://www.courtlistener.com/api/rest/v4/positions/52614/,jud,,,,,01/10/22,,https://www.courtlistener.com/api/rest/v4/courts/tennworkcompcl/,tennworkcompcl,Tennessee Court of Workers' Comp. Claims,Tennessee Court of Workers' Compensation Claims,https://www.tn.gov/workforce/injuries-at-work/bureau-services/bureau-services/court-of-wc-claims.html
16214,Wayne,R,Douglas,,w,https://www.courtlistener.com/api/rest/v4/positions/52615/,ass-jus,,,,01/02/23,10/03/23,,https://www.courtlistener.com/api/rest/v4/courts/me/,me,Supreme Judicial Court of Maine,Supreme Judicial Court of Maine,http://www.courts.state.me.us/maine_courts/supreme/
16215,John,D,Roberts,,,https://www.courtlistener.com/api/rest/v4/positions/52616/,jud,,,,,,01/01/10,https://www.courtlistener.com/api/rest/v4/courts/akd/,akd,D. Alaska,"District Court, D. Alaska",http://www.akd.uscourts.gov/
16216,Toby,J,Heytens,,w,https://www.courtlistener.com/api/rest/v4/positions/52618/,jud,,,,13/07/21,02/11/21,,https://www.courtlistener.com/api/rest/v4/courts/ca4/,ca4,Fourth Circuit,Court of Appeals for the Fourth Circuit,http://www.ca4.uscourts.gov/
16217,Mary,Isabel,Yu,,a,https://www.courtlistener.com/api/rest/v4/positions/52619/,ass-jus,,,,,29/05/14,,https://www.courtlistener.com/api/rest/v4/courts/wash/,wash,Washington Supreme Court,Washington Supreme Court,https://www.courts.wa.gov/appellate_trial_courts/SupremeCourt/
16218,Raquel,Devahl,Montoya-Lewis,,p,https://www.courtlistener.com/api/rest/v4/positions/52620/,ass-jus,,,,01/12/19,06/01/20,,https://www.courtlistener.com/api/rest/v4/courts/wash/,wash,Washington Supreme Court,Washington Supreme Court,https://www.courts.wa.gov/appellate_trial_courts/SupremeCourt/
16219,Grace,Helen,Whitener,,b,https://www.courtlistener.com/api/rest/v4/positions/52621/,ass-jus,,,,,13/04/20,,https://www.courtlistener.com/api/rest/v4/courts/wash/,wash,Washington Supreme Court,Washington Supreme Court,https://www.courts.wa.gov/appellate_trial_courts/SupremeCourt/
16220,Beth,M,Andrus,,w,https://www.courtlistener.com/api/rest/v4/positions/52622/,jud,,,,01/06/18,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16221,Lori,K,Smith,,,https://www.courtlistener.com/api/rest/v4/positions/52623/,jud,,,,01/08/18,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16222,David,S,Mann,,,https://www.courtlistener.com/api/rest/v4/positions/52624/,jud,,,,16/08/16,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16223,Cecily,,Hazelrigg-Hernandez,,,https://www.courtlistener.com/api/rest/v4/positions/52625/,jud,,,,14/01/19,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16224,Bill,A,Bowman,,,https://www.courtlistener.com/api/rest/v4/positions/52626/,jud,,,,24/01/20,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16225,Linda,W.Y.,Coburn,,,https://www.courtlistener.com/api/rest/v4/positions/52627/,jud,,,,11/01/21,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16226,Janet,S,Chung,,,https://www.courtlistener.com/api/rest/v4/positions/52628/,jud,,,,11/01/21,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16227,Ian,S,Birk,,,https://www.courtlistener.com/api/rest/v4/positions/52629/,jud,,,,13/04/22,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16228,Anne,,Cruser,,,https://www.courtlistener.com/api/rest/v4/positions/52630/,jud,,,,08/03/19,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16229,Rebecca,,Glasgow,,,https://www.courtlistener.com/api/rest/v4/positions/52631/,jud,,,,14/01/18,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16230,Meng,Li,Che,,,https://www.courtlistener.com/api/rest/v4/positions/52632/,jud,,,,,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16231,Bernard,F,Veljacic,,,https://www.courtlistener.com/api/rest/v4/positions/52633/,jud,,,,08/12/20,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16232,Rebecca,,Pennell,,,https://www.courtlistener.com/api/rest/v4/positions/52634/,jud,,,,19/01/16,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/
16233,Tracy,,Staab,,,https://www.courtlistener.com/api/rest/v4/positions/52635/,jud,,,,11/01/21,,,https://www.courtlistener.com/api/rest/v4/courts/washctapp/,washctapp,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/